customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
sdv-id-CxYyBx,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,87.31,126.543,Yes
sdv-id-rpuGHB,Male,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.97,1501.118,No
sdv-id-tWFTDr,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.83,66.38,No
sdv-id-xRDicB,Male,1,Yes,No,52,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),46.71,3753.991,No
sdv-id-OBnYAD,Female,0,No,No,60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,79.02,1503.632,No
sdv-id-nCSdrc,Male,0,No,Yes,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.26,1312.884,No
sdv-id-VGcSkn,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.61,85.237,No
sdv-id-JfjNjN,Male,0,Yes,No,43,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,78.06,5546.988,No
sdv-id-KUdSBb,Male,0,No,No,2,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.31,116.621,Yes
sdv-id-jWexht,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,114.7,6270.825,No
sdv-id-Xwbtin,Male,0,Yes,No,50,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),71.23,1610.014,No
sdv-id-BRyhur,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.65,1233.017,No
sdv-id-wKqlVt,Male,0,Yes,No,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,46.25,41.29,Yes
sdv-id-SGWIbb,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),78.32,7870.377,No
sdv-id-gWlMYU,Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,90.63,6504.0,No
sdv-id-iXzuoF,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.92,26.597,No
sdv-id-zZIQLU,Male,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.73,931.679,No
sdv-id-qlPtZe,Male,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.31,18.8,No
sdv-id-pXWfdX,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.71,383.317,No
sdv-id-BYozhs,Male,0,No,No,37,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),75.96,4719.624,No
sdv-id-PEazTk,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.12,167.542,No
sdv-id-yhfChH,Male,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.52,2251.548,No
sdv-id-mFMyJg,Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.73,201.336,No
sdv-id-FAcjGh,Female,0,No,No,47,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),92.54,3428.492,No
sdv-id-MvqFAx,Male,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.34,6136.897,No
sdv-id-XxnJxB,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.48,3408.672,No
sdv-id-EGvcpp,Male,1,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,97.82,4283.53,No
sdv-id-kYvHHV,Female,0,No,No,4,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,41.85,49.74,Yes
sdv-id-qnujIJ,Male,1,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,86.36,164.506,Yes
sdv-id-ixQEsI,Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),73.41,5923.846,No
sdv-id-EEQLvk,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.58,49.069,No
sdv-id-nHIcNd,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.81,18.8,No
sdv-id-yRxTej,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1399.918,No
sdv-id-cwlwVr,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.0,18.8,Yes
sdv-id-UFOkmU,Male,1,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.42,3339.947,No
sdv-id-zjMfQF,Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.11,1309.701,No
sdv-id-qNrSYp,Male,0,No,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.49,379.258,No
sdv-id-GjaoZN,Female,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,75.451,No
sdv-id-xDRiwl,Male,0,No,No,69,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),74.85,6576.858,No
sdv-id-pnUPuy,Male,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),76.66,928.431,No
sdv-id-LKXivl,Male,0,No,No,63,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),48.17,4423.864,No
sdv-id-eMkXaW,Male,0,No,No,42,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.77,81.355,No
sdv-id-Oodzgc,Male,0,Yes,No,71,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),28.56,5259.192,No
sdv-id-BDxXlE,Male,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.09,763.474,Yes
sdv-id-eEmcZS,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),84.38,2632.133,No
sdv-id-obFNNW,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,66.43,821.987,Yes
sdv-id-eFpKmq,Female,1,No,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.46,1302.872,No
sdv-id-JQkxxi,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),74.33,18.8,Yes
sdv-id-ainaEF,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),83.54,6672.419,No
sdv-id-WfbRBD,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,79.46,696.128,Yes
sdv-id-EGOvvZ,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,39.21,245.358,Yes
sdv-id-QexiTK,Male,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.3,171.252,No
sdv-id-WWeJzm,Male,0,No,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.84,1969.934,No
sdv-id-oBQzLq,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.75,535.868,No
sdv-id-bwwWuJ,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.47,479.059,No
sdv-id-lkPyOE,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),81.5,5305.047,No
sdv-id-krGmNc,Male,0,No,No,28,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,32.77,18.8,No
sdv-id-wXWRiY,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.41,554.848,No
sdv-id-NJCWzU,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),87.37,6404.667,No
sdv-id-upxXio,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,108.88,6517.299,No
sdv-id-xJUBNQ,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.76,1903.521,No
sdv-id-TNlUJm,Male,1,No,No,20,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.53,1582.602,No
sdv-id-qEkJfS,Male,1,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.25,4086.354,Yes
sdv-id-pHjcbq,Female,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.84,1370.153,No
sdv-id-SlRKzb,Female,0,No,No,47,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),53.74,1824.06,No
sdv-id-gueuLA,Female,0,No,No,1,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),49.59,727.16,No
sdv-id-ewQEHJ,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.71,2680.27,No
sdv-id-NaZcqI,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.29,18.8,No
sdv-id-IiCBoK,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,98.88,1250.167,No
sdv-id-hbfJjH,Male,0,No,No,49,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.4,3020.86,No
sdv-id-KlNCJM,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),97.77,4078.455,No
sdv-id-OKNEhw,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.14,457.38,No
sdv-id-IcQJRX,Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.83,628.453,No
sdv-id-cbiFvP,Male,1,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.99,2720.951,Yes
sdv-id-LscPap,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.44,4621.977,No
sdv-id-vREcwo,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.16,186.183,No
sdv-id-JBuOVz,Male,0,No,No,28,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.73,23.316,No
sdv-id-FncaLD,Female,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.63,63.735,No
sdv-id-ogdDDR,Female,0,Yes,No,14,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,73.75,2780.153,No
sdv-id-gUnZOX,Male,0,No,Yes,70,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),77.17,2137.932,No
sdv-id-TKVAzq,Male,0,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.49,222.86,No
sdv-id-sdcOjn,Female,0,No,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.23,1931.689,No
sdv-id-OTvUfi,Male,0,No,No,15,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),48.07,1055.197,No
sdv-id-cISVMV,Male,0,No,No,61,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Credit card (automatic),21.13,1595.404,No
sdv-id-XpGyvn,Male,1,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,108.25,301.511,Yes
sdv-id-KUAmEv,Female,0,Yes,No,59,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),65.31,1422.28,No
sdv-id-BWLHXf,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.49,5037.442,Yes
sdv-id-usjeCs,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,53.04,483.888,No
sdv-id-ebgCfv,Female,1,No,No,49,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),72.15,18.8,No
sdv-id-lLmlkC,Female,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.68,568.01,No
sdv-id-gsiKky,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.33,80.353,No
sdv-id-swqyQk,Female,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.25,752.651,No
sdv-id-umWNNs,Male,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.72,291.44,No
sdv-id-NLRPKp,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),106.93,3228.423,No
sdv-id-BzczFy,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.49,1462.881,No
sdv-id-NxAheX,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.47,884.448,Yes
sdv-id-btdAvL,Male,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.32,135.793,No
sdv-id-FIRxJi,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),48.44,3457.976,No
sdv-id-SNHSAw,Male,0,Yes,No,25,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,45.59,2066.02,No
sdv-id-MHgLIy,Male,0,No,No,48,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.67,223.358,No
sdv-id-ZACVSY,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,48.84,818.758,Yes
sdv-id-FYkyDt,Male,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,83.29,4839.572,No
sdv-id-uKsVym,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.91,110.556,Yes
sdv-id-REphpG,Male,0,No,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.19,774.709,No
sdv-id-ngQTmc,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.97,3139.224,No
sdv-id-hIvJew,Female,0,No,No,0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.32,297.974,Yes
sdv-id-uPLwrX,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,108.29,7098.483,No
sdv-id-dDpTGj,Male,0,Yes,Yes,37,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,42.82,704.322,No
sdv-id-mlivrI,Male,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.3,777.969,No
sdv-id-ynEuLu,Female,0,No,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.74,1451.601,No
sdv-id-ACIIvM,Male,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.1,116.518,No
sdv-id-AfGKcd,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,101.88,1631.542,Yes
sdv-id-cecjZx,Female,0,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.29,162.306,No
sdv-id-LOjBSd,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),107.89,2384.416,Yes
sdv-id-WYumNd,Male,1,Yes,No,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),94.79,4609.351,No
sdv-id-tQuaYv,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.66,18.8,No
sdv-id-Gymtnn,Female,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.23,899.503,No
sdv-id-msXERe,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.8,84.551,No
sdv-id-cRbTce,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,98.8,58.541,Yes
sdv-id-hqPzZL,Male,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,40.47,160.254,Yes
sdv-id-BqduCF,Male,0,No,No,23,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),41.0,3065.865,No
sdv-id-wlzlSD,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,73.73,18.8,Yes
sdv-id-OHNODu,Female,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),63.39,4726.894,No
sdv-id-JjaUaf,Female,1,No,No,3,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,86.73,900.88,No
sdv-id-LOrXha,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.36,18.8,No
sdv-id-YmhgGN,Female,0,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,76.74,2814.663,No
sdv-id-StVGjT,Male,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,254.258,No
sdv-id-FiQeha,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.43,6325.509,No
sdv-id-DPmeFe,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.49,95.684,No
sdv-id-ePqQiH,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.31,672.858,No
sdv-id-fRsJYu,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,47.45,60.535,No
sdv-id-pSoRsN,Male,0,No,No,42,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.51,1088.025,No
sdv-id-tiFFKx,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.52,67.567,Yes
sdv-id-SLioqs,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.08,236.754,Yes
sdv-id-nnZScO,Female,0,No,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.45,73.12,No
sdv-id-ulZkoX,Female,1,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,82.91,4677.509,Yes
sdv-id-poSbli,Male,0,No,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),104.09,7047.636,No
sdv-id-OhfPHl,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,94.211,No
sdv-id-NrWIbG,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.89,307.045,No
sdv-id-yzgcso,Male,0,No,No,10,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,32.01,1845.191,No
sdv-id-ydwiLZ,Male,0,No,Yes,51,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.49,18.8,No
sdv-id-UnqSKw,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.97,562.408,No
sdv-id-iTchwz,Female,1,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),98.84,6948.571,No
sdv-id-RRCNJe,Male,1,No,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),72.6,4236.105,No
sdv-id-omuKpA,Male,1,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,85.67,809.22,No
sdv-id-ndxAQy,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,42.06,18.8,Yes
sdv-id-JyRwkz,Male,0,No,Yes,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),100.14,5158.541,No
sdv-id-vRfxFh,Male,0,No,Yes,25,Yes,No,No,No internet service,Yes,Yes,No,Yes,No internet service,Two year,No,Mailed check,18.25,1297.869,No
sdv-id-IUSMaJ,Male,1,No,No,3,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,53.84,18.8,Yes
sdv-id-fUJDyW,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),80.47,3276.466,No
sdv-id-UmSnMM,Female,0,No,No,28,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,32.71,1481.169,No
sdv-id-fgsmek,Male,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.06,124.72,Yes
sdv-id-yHYlUy,Female,0,Yes,No,63,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),71.03,6590.647,No
sdv-id-LbzlxO,Female,0,No,No,64,No,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),53.3,1639.64,No
sdv-id-JrCfCZ,Female,0,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.72,314.429,No
sdv-id-BtaIXT,Male,0,No,No,41,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),45.91,1491.986,No
sdv-id-ixoWcT,Male,1,Yes,No,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,48.22,163.378,No
sdv-id-FTjmjv,Male,0,No,Yes,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,47.08,4362.98,No
sdv-id-vxfaaT,Female,0,Yes,No,9,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.24,630.645,No
sdv-id-rHrfnS,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.39,35.095,Yes
sdv-id-godvsR,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.43,5894.456,Yes
sdv-id-hzsDdS,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.25,160.892,No
sdv-id-AvLYoX,Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),45.95,5705.05,No
