customerID,gender,SeniorCitizen,Partner,Dependents,Antiguedad,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Prediccion_Modelo,Crush Rate
sdv-id-UWEqID,Female,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.81,60.66,0,0.33472287453331295
sdv-id-lwUSRJ,Male,1,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,60.13,136.297,1,0.7118717548011312
sdv-id-mZSeZJ,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.12,1122.277,1,0.7176218507026934
sdv-id-SCNEbL,Female,1,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.32,1818.732,1,0.638898710830484
sdv-id-BdtoxT,Female,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.96,1491.204,1,0.586815558964445
sdv-id-wqIsXB,Female,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.36,124.33,0,0.23295646478757154
sdv-id-OuryRm,Female,1,No,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),68.11,1516.712,0,0.4007204073047279
sdv-id-tYZcsG,Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.53,4371.036,1,0.7140895482245945
sdv-id-qmXQcJ,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),95.97,1034.371,0,0.3365862090266357
sdv-id-xoXVJs,Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),79.79,4279.268,0,0.3931308212776303
sdv-id-Nsmdst,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.94,1254.679,1,0.644383378194031
sdv-id-yOLDnd,Male,0,No,No,2,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,39.48,945.757,1,0.6137499633422083
sdv-id-gkmzkK,Male,1,No,No,2,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,47.33,1270.568,1,0.6683508852800865
sdv-id-NNcgKN,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.47,18.8,1,0.5320346811896224
sdv-id-HbFxnf,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),100.7,6556.964,0,0.30430429217250243
sdv-id-FttDzD,Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,94.99,3475.526,0,0.4821354716644034
sdv-id-sNxvBN,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.84,221.221,1,0.5891051908408905
sdv-id-eepcTv,Male,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,91.63,55.535,1,0.5837547064371231
sdv-id-VfLpFj,Male,1,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.03,2855.581,0,0.46364554853030726
sdv-id-vatZgE,Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.28,625.208,0,0.34376336877135033
sdv-id-llAVIl,Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,92.83,336.887,1,0.7426273321110342
sdv-id-ERcQwJ,Female,0,No,No,11,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),51.86,1270.426,1,0.6189488052772272
sdv-id-QCMENl,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),73.45,1149.923,1,0.6871848952872005
sdv-id-mHGKLO,Male,0,No,Yes,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.85,2064.422,1,0.5424508521911541
sdv-id-XYShJy,Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.58,2338.102,0,0.25270717405953663
sdv-id-JJjEyv,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.79,55.924,1,0.5477476730755729
sdv-id-xyyMWa,Male,1,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,73.44,6658.993,1,0.5679736460442542
sdv-id-jluYmU,Female,1,No,No,62,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.88,1538.539,0,0.4426740613069196
sdv-id-vXWiuw,Male,0,No,Yes,11,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.1,1033.77,1,0.6398673752917137
sdv-id-zAtMXp,Female,0,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),83.09,5751.408,0,0.4534604689005104
sdv-id-WrxjgD,Female,1,No,No,4,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.79,948.267,1,0.7178878834353827
sdv-id-dUeeHk,Male,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),103.68,6622.711,0,0.3217771072515261
sdv-id-prAhQE,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,72.55,18.8,1,0.705506366976634
sdv-id-mKAbyp,Male,1,No,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.02,1127.736,0,0.4575949360155272
sdv-id-tdvRKC,Male,0,No,Yes,25,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),29.62,4837.685,1,0.5422713652269746
sdv-id-ikXobC,Female,1,Yes,No,37,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.64,2694.669,1,0.5405379986371112
sdv-id-KFtHgZ,Female,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),87.95,1465.192,0,0.4144464266663235
sdv-id-IRhaBk,Male,1,Yes,No,41,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,69.55,182.172,1,0.5407389930025472
sdv-id-CwJamP,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.63,18.8,1,0.5214063253554276
sdv-id-vGIriS,Male,0,No,No,35,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),40.24,1730.783,0,0.4460440634126568
sdv-id-GLVDsV,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.83,4562.499,1,0.7000556314489612
sdv-id-iwGfBc,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.95,3919.468,0,0.4832009004233
sdv-id-fiqZDv,Male,0,Yes,No,39,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,41.87,3516.658,0,0.44423675401829216
sdv-id-SqmrNt,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.91,631.295,1,0.5772591043344807
sdv-id-vEYybu,Female,0,Yes,No,66,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,99.0,3202.995,0,0.3438354502140184
sdv-id-FmpnUB,Female,0,Yes,Yes,64,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),89.71,2922.865,0,0.36524188175501376
sdv-id-howIPW,Female,0,No,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.56,908.901,0,0.3112676901942546
sdv-id-SFKUXS,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.18,6035.196,0,0.49839603877073063
sdv-id-ZlupKM,Male,0,No,No,13,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,34.66,220.827,1,0.6007677453581849
sdv-id-HjBJlw,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,97.55,1941.827,1,0.504707522537092
sdv-id-xqarxL,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.21,18.8,1,0.6158380550024354
sdv-id-JYOKRT,Male,1,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,107.22,7085.563,0,0.39818320442501437
sdv-id-MvlJMl,Female,1,No,Yes,3,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),32.22,145.258,1,0.6461358897033916
sdv-id-VbBYuX,Male,1,No,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.34,6872.641,0,0.44467870359192363
sdv-id-GOregV,Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.46,2079.554,1,0.6790818217934682
sdv-id-ULsDkk,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.38,2089.399,0,0.40917791669811804
sdv-id-ZcjcVI,Female,1,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,60.96,1079.654,0,0.4230656589201992
sdv-id-UAlREa,Female,1,No,Yes,69,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),87.13,3229.277,0,0.3539127161953852
sdv-id-hmZdlC,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.5,1586.779,1,0.5017293026790637
sdv-id-UthSaA,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),84.36,2045.019,1,0.549972994761306
sdv-id-NoWcVe,Male,0,Yes,No,57,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),40.56,3334.855,0,0.33187237740067205
sdv-id-oPnIJa,Male,1,No,No,13,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.6,1434.727,1,0.6821193060612916
sdv-id-nAjvyD,Male,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.88,189.204,1,0.5755800192329656
sdv-id-caKXvj,Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.84,202.208,1,0.7223542109005882
sdv-id-mdMVCn,Female,1,No,No,42,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),40.76,977.262,0,0.43227694853936943
sdv-id-fdeNNT,Female,0,Yes,No,33,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.27,1538.818,0,0.38689961311030335
sdv-id-oqctCH,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.0,1751.852,1,0.5557633811565116
sdv-id-QpzfsB,Male,0,No,No,18,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.8,178.848,1,0.6195072237557838
sdv-id-JKYSNO,Male,1,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,47.29,1367.617,1,0.6732454308133757
sdv-id-zqCHjs,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),66.16,6948.123,1,0.5281542324369188
sdv-id-LYRktv,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.93,55.781,1,0.6009059883705083
sdv-id-iTWZTE,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.99,1180.727,0,0.2071803913290083
sdv-id-zAOYBl,Female,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.17,18.8,0,0.31342588058754134
sdv-id-ouWPdi,Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),20.74,4720.564,0,0.3083244078611073
sdv-id-gtqRsa,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),76.23,7774.765,0,0.26406365673905086
sdv-id-EWCehh,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),88.93,3658.837,0,0.43430605601231903
sdv-id-tAUPwR,Female,0,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.27,4347.019,1,0.6346116709764221
sdv-id-tyAtuW,Female,1,No,No,1,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.6,110.066,1,0.6472013061732258
sdv-id-xcSnJC,Male,0,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.5,60.549,0,0.24405764213988634
sdv-id-wWIIAI,Male,1,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.04,7441.654,0,0.30821276171776196
sdv-id-XpgjaA,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.11,1008.054,1,0.729509909380823
sdv-id-OSggBA,Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),46.98,181.842,1,0.5120466378165217
sdv-id-tzqFQZ,Female,0,Yes,No,56,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),108.97,7541.054,0,0.370310751254618
sdv-id-QMuhAx,Male,1,No,No,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,73.35,2467.099,1,0.6359399879550579
sdv-id-fXFgJP,Female,1,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.19,1054.751,1,0.62995058127163
sdv-id-TnJlPv,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),72.02,7042.923,0,0.2526477856451082
sdv-id-qDuDBc,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,74.61,2058.881,1,0.5058672634946934
sdv-id-iCYdNt,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.34,7059.904,0,0.27775060789496464
sdv-id-SPiJzj,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,106.8,6851.641,0,0.32884914513249086
sdv-id-jhLxyZ,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.27,36.546,1,0.7085660691370048
sdv-id-eVkEry,Male,0,No,Yes,37,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.36,5215.523,1,0.5179802371566932
sdv-id-JlWwjQ,Female,1,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),103.97,6912.494,0,0.4443707506156092
sdv-id-VHHXiA,Male,1,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,98.98,1273.834,1,0.7189851371012176
sdv-id-LnjBiF,Male,1,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,44.86,35.287,1,0.6939392495388769
sdv-id-SYeyvW,Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.86,210.616,0,0.4993115104473178
sdv-id-GSGEan,Male,0,Yes,Yes,62,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),77.24,6501.169,0,0.2849004783326875
sdv-id-jYGCRi,Male,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,32.56,7338.906,0,0.34267704286433287
sdv-id-ZEvsXC,Male,0,No,No,39,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),86.2,2398.485,1,0.5303007018883176
sdv-id-gsSHHY,Female,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.32,166.955,1,0.5582741927249222
sdv-id-hvnowh,Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.06,52.131,0,0.34746208176571763
sdv-id-gVXSLU,Male,0,No,No,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),50.33,2515.902,0,0.4995297241930534
sdv-id-WcWPRB,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.52,558.366,1,0.5395203395576804
sdv-id-gSTdcU,Male,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.03,1505.338,0,0.4367440026126069
sdv-id-MxOOsP,Male,0,Yes,Yes,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),36.7,1979.348,0,0.265827494077734
sdv-id-xYQIIw,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.64,7225.861,0,0.2702346133092878
sdv-id-Kawpiz,Male,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.21,602.773,0,0.4430033185013136
sdv-id-uLZcRN,Male,1,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.04,7593.533,0,0.2880381879510809
sdv-id-fvyxpy,Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.48,94.836,1,0.5474694024470552
sdv-id-TCNUEz,Male,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.82,506.492,1,0.5963753463005533
sdv-id-BrscYn,Male,1,No,Yes,45,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.26,18.8,1,0.5034345441642893
sdv-id-TwqXgj,Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.05,1204.224,0,0.25617683448521134
sdv-id-itzvbh,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.08,4690.225,0,0.315008238473536
sdv-id-YjRjVd,Male,1,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.68,1321.916,1,0.6289256924619885
sdv-id-CKhvLx,Female,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,185.066,1,0.5705432301202188
sdv-id-WxVpcq,Female,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,107.54,155.344,1,0.7402155347636589
sdv-id-QnAwjE,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.65,795.058,0,0.20736631384339013
sdv-id-ufAimG,Female,1,No,No,4,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.83,376.644,1,0.6598570602663056
sdv-id-HpUfet,Female,0,No,No,57,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),59.52,4656.996,0,0.37097457460762706
sdv-id-fsmBPn,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.91,1290.956,0,0.4476883068207098
sdv-id-kRnHak,Male,1,Yes,Yes,16,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),38.03,18.8,1,0.5633486712359858
sdv-id-ggEdZy,Female,1,No,No,18,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.39,898.349,1,0.6461472613215524
sdv-id-aIfCTD,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.7,1567.953,1,0.7511469544137157
sdv-id-qzZbOQ,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.37,1325.13,1,0.529433103379679
sdv-id-PaMTdD,Female,0,Yes,No,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.78,6222.794,0,0.2872320879831639
sdv-id-gjbkoV,Female,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.54,1075.625,1,0.5048612096417325
sdv-id-DQjPaG,Male,0,Yes,Yes,54,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,71.56,3236.808,0,0.42259120691422813
sdv-id-OcIkAO,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.5,116.721,0,0.24901985254070794
sdv-id-qlKDRu,Male,1,No,No,32,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.28,1060.117,1,0.537065904666263
sdv-id-yEpKHA,Male,0,No,Yes,29,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,69.48,150.899,1,0.5853884233636529
sdv-id-GLDvUU,Female,0,Yes,Yes,31,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),50.54,94.684,0,0.4889811209937843
sdv-id-QSBOfK,Female,1,No,Yes,25,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,103.64,8001.697,1,0.6023158271649987
sdv-id-OHIwXb,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,95.41,243.033,1,0.7093163567867201
sdv-id-fvBTBz,Male,0,Yes,Yes,42,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,33.36,61.661,0,0.4486487561307452
sdv-id-AdWUGI,Female,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.08,2386.577,0,0.18887626746428948
sdv-id-AFzNiy,Female,1,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.05,617.809,1,0.690682487670872
sdv-id-gLISZQ,Male,1,Yes,No,13,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,77.25,111.968,1,0.6542073137224859
sdv-id-lGwmes,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.06,3850.721,0,0.3300198357398591
sdv-id-mBqlAu,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.06,933.089,0,0.2818521626414642
sdv-id-dsMAhL,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.84,729.277,1,0.6247314605174504
sdv-id-GaHyqz,Male,0,Yes,No,2,Yes,No,No,No,No internet service,No internet service,No,No,No,Month-to-month,No,Mailed check,18.53,195.439,1,0.6162168687506971
sdv-id-PcutFU,Male,1,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),77.53,5137.326,0,0.37550450358423715
sdv-id-zZeusE,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.31,18.8,1,0.5733961578049614
sdv-id-ORMmWw,Female,0,No,No,2,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,39.06,754.19,1,0.6933094910635375
sdv-id-okrIik,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.74,4489.855,0,0.26601436577992404
sdv-id-HvAWnr,Male,1,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),92.63,7945.779,0,0.30335183816492817
sdv-id-bkxXaV,Male,1,No,No,5,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,49.3,18.8,1,0.6560967403053247
sdv-id-NEcKre,Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.36,1205.775,0,0.3476199087441829
