customerID,gender,SeniorCitizen,Partner,Dependents,Antiguedad,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Probabilidad_%,Prevision,Accion_Recomendada,Nivel_Gasto
sdv-id-NsjqOf,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.4,858.695,46.59,0,Acción: El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y no tiene contrato anual.,MEDIO
sdv-id-utnDIp,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.76,7137.58,41.6,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-SoHPHo,Female,1,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.57,119.635,50.98,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual. Ofrece un descuento 20% si se pasa al plan anual y un servicio gratis.,ALTO
sdv-id-LbtOXB,Male,1,No,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),34.19,768.364,63.6,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,MEDIO
sdv-id-obJcFZ,Male,1,No,Yes,37,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),70.63,4397.865,51.68,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y tiene contrato anual. Ofrece un descuento 30% y un servicio gratis.,ALTO
sdv-id-LtnZLN,Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.65,327.606,81.68,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-kVFwGv,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),84.35,4718.279,48.49,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-hANDNN,Male,1,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.8,1585.429,64.3,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-TmOrLm,Female,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.06,1809.62,20.51,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual.,ALTO
sdv-id-phIkEM,Female,1,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,67.03,1708.241,62.23,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,MEDIO
sdv-id-KqyUbV,Female,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.03,828.278,20.29,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,ALTO
sdv-id-sTrkpC,Male,1,Yes,No,2,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),68.41,2254.913,63.56,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,MEDIO
sdv-id-aPAxsd,Male,0,No,No,1,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.64,18.8,39.53,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual.,ALTO
sdv-id-IebTZZ,Female,0,No,No,36,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.31,2674.611,44.91,0,Acción: El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y no tiene contrato anual.,MEDIO
sdv-id-foNQlD,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.23,2071.721,59.37,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-CrFnKT,Male,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),87.5,688.759,40.31,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-HFRuEC,Male,1,No,No,68,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,95.13,7278.425,52.02,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y tiene contrato anual. Ofrece un descuento 30% y un servicio gratis.,ALTO
sdv-id-ShYNLW,Female,0,Yes,No,55,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.72,4224.205,49.61,0,Acción: El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y no tiene contrato anual.,ALTO
sdv-id-ROjCVE,Female,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.88,7295.392,47.05,0,Acción: El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y no tiene contrato anual.,ALTO
sdv-id-SfhzNe,Male,0,Yes,No,2,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,43.32,213.385,51.65,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,MEDIO
sdv-id-sxUZql,Male,1,No,Yes,23,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,77.47,352.69,76.07,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-nIatIn,Female,1,Yes,No,30,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.2,924.111,63.63,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,MEDIO
sdv-id-yCDPSW,Male,0,No,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),68.08,3975.147,36.74,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,MEDIO
sdv-id-UTDyKZ,Male,1,Yes,No,52,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),77.6,2029.632,53.75,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y tiene contrato anual. Ofrece un descuento 30% y un servicio gratis.,ALTO
sdv-id-fIjXCq,Female,0,No,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),98.93,7107.243,30.87,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-AQxgoP,Male,0,No,No,53,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.9,627.483,51.96,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,MEDIO
sdv-id-zcpnPW,Female,0,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,42.85,1334.47,47.08,0,Acción: El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y no tiene contrato anual.,MEDIO
sdv-id-dzyCDt,Female,0,No,Yes,57,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,No,Electronic check,79.47,732.347,44.12,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-lXeDhY,Female,0,No,No,60,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.45,6392.864,33.47,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-EgjoLw,Male,0,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,40.82,18.8,62.26,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,MEDIO
sdv-id-qgyqtL,Male,1,No,No,13,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,28.78,29.791,72.59,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual. Ofrece un descuento 20% si se pasa al plan anual y un servicio gratis.,ALTO
sdv-id-Yzziya,Male,0,No,Yes,27,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),72.25,7092.707,35.76,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-YjMuQN,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.92,454.778,15.32,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,ALTO
sdv-id-mHjEuQ,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.72,245.215,34.39,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual.,BAJO
sdv-id-imzCxL,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.5,112.845,37.22,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual.,BAJO
sdv-id-IKqTdg,Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,48.79,276.05,61.16,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,MEDIO
sdv-id-TlPNkw,Male,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,52.2,340.356,76.47,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,MEDIO
sdv-id-TDaesv,Female,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.03,85.386,81.92,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-PxPwVn,Male,1,Yes,Yes,1,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,41.04,98.341,71.25,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,MEDIO
sdv-id-sTsWsL,Male,1,Yes,No,63,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),69.58,877.613,55.32,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y tiene contrato anual. Ofrece un descuento 30% y un servicio gratis.,MEDIO
sdv-id-IAiChH,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),98.46,6026.181,36.56,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-xNxoUA,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.48,18.8,34.26,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual.,ALTO
sdv-id-BRxhin,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,112.05,5526.173,60.48,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y tiene contrato anual. Ofrece un descuento 30% y un servicio gratis.,ALTO
sdv-id-stwNVb,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.68,157.944,61.61,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-svsbAh,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.21,6203.108,49.67,0,Acción: El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y no tiene contrato anual.,ALTO
sdv-id-IkoyrB,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),101.87,7356.255,39.0,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-OVXulc,Male,0,Yes,Yes,70,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,77.24,6765.097,27.34,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-kaYQXH,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.54,675.204,62.81,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-YjGbyp,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),57.07,3241.184,30.06,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,MEDIO
sdv-id-efljmS,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,86.75,2189.207,48.93,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-vficuT,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.64,1034.342,54.75,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-uNayoR,Male,0,No,No,32,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,36.65,1507.112,42.04,0,Acción: El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y no tiene contrato anual.,MEDIO
sdv-id-QswiEL,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.29,5917.387,54.1,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-lowVAr,Male,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),73.73,4349.173,36.81,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-DNXfZV,Male,0,Yes,No,16,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.19,721.551,59.45,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-bollrY,Female,0,No,No,52,No,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),46.02,1572.262,37.8,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,MEDIO
sdv-id-CtJZFa,Female,1,No,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,105.97,1864.968,76.29,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-MfBsgd,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.96,1753.418,13.09,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,ALTO
sdv-id-mzIyDP,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.76,1048.544,25.32,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual.,BAJO
sdv-id-sGHzXV,Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.64,6875.984,33.76,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-YkPekT,Male,1,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,82.02,503.347,75.65,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-bcrncC,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.24,3774.884,48.03,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-JHCwAq,Male,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,70.44,4561.272,39.65,0,Acción: El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y no tiene contrato anual.,ALTO
sdv-id-mrKzwp,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.9,2767.293,11.5,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,ALTO
sdv-id-vhEsTv,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.41,693.855,27.82,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual.,ALTO
sdv-id-ZdzTxc,Female,0,Yes,No,71,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),55.62,2960.782,30.14,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,MEDIO
sdv-id-ELRSZq,Male,1,No,Yes,44,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.1,2496.786,61.39,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-ftPARH,Male,1,No,Yes,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.78,5246.708,65.33,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-nIaekL,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),87.34,2252.396,53.48,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-fjVQbG,Male,0,Yes,Yes,72,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),30.05,1250.885,27.32,0,Acción: El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y no tiene contrato anual.,MEDIO
sdv-id-oeESXR,Male,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.28,582.872,16.86,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual.,ALTO
sdv-id-bbFycB,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),70.23,3788.53,35.15,0,Acción: El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y no tiene contrato anual.,ALTO
sdv-id-NBxMtQ,Female,0,No,Yes,18,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.21,104.95,56.43,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,MEDIO
sdv-id-QSufNz,Female,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,82.05,3031.34,53.07,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-fHdahs,Female,0,No,Yes,43,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,49.82,1020.404,39.5,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,MEDIO
sdv-id-JFcgsM,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,33.61,154.341,53.37,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,MEDIO
sdv-id-XpFuMh,Female,1,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.08,689.175,43.15,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual.,ALTO
sdv-id-Wovnpc,Male,0,No,Yes,17,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,43.12,1680.016,38.86,0,Acción: El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y no tiene contrato anual.,MEDIO
sdv-id-gkePqt,Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.25,521.164,14.51,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,BAJO
sdv-id-pUVqNc,Female,0,Yes,Yes,60,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),34.42,3421.918,23.91,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,MEDIO
sdv-id-cfOgrs,Male,1,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,82.35,5765.295,55.25,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y tiene contrato anual. Ofrece un descuento 30% y un servicio gratis.,ALTO
sdv-id-npgwkc,Male,0,Yes,Yes,41,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),43.74,1554.48,37.23,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,MEDIO
sdv-id-MszJRQ,Male,0,Yes,Yes,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,66.65,6133.692,43.35,0,Acción: El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y no tiene contrato anual.,MEDIO
sdv-id-DvGxnm,Male,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.0,757.143,18.59,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,ALTO
sdv-id-BiCbwU,Male,0,Yes,Yes,51,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),71.49,3759.289,34.82,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-BJSBdC,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),106.19,7990.392,33.54,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-PtXLfI,Female,0,No,No,12,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),35.2,624.622,46.13,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,MEDIO
sdv-id-TebehY,Male,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.95,1429.979,16.55,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,ALTO
sdv-id-KZZNWG,Female,1,Yes,No,44,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),40.86,1503.634,50.23,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,MEDIO
sdv-id-BtsSFc,Male,1,No,Yes,34,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),44.11,4405.68,44.93,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,MEDIO
sdv-id-Jxrnkd,Male,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,64.06,555.437,77.06,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,MEDIO
sdv-id-ifLacB,Male,0,Yes,Yes,39,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),48.4,2641.248,32.28,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,MEDIO
sdv-id-mKyylI,Female,0,No,Yes,45,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.79,8658.141,31.11,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
